CONTIG_ID	LENGTH	SHORT_READ_COV	LONG_READ_COV	CLUSTER	SPECIES	NB_STRAIN	REFERENCE_GENOME
opera_contig_1489	5418	21.68	1.05	NA	Allorhizobium_selenitireducens	NA	GCF_000518785.1_genomic.fna.gz
opera_contig_1490	5410	19.95	0.08	NA	NA	NA	NA
opera_contig_1491	5409	21.07	2.14	NA	NA	NA	NA
opera_contig_1492	5406	7.24	0.00	NA	NA	NA	NA
opera_contig_1493	5405	8.82	0.10	NA	NA	NA	NA
opera_contig_1494	5403	30.29	0.60	NA	Malikia_granosa	NA	GCF_002980595.1_genomic.fna.gz
opera_contig_1495	5402	6.04	13.22	NA	Acidovorax_B_delafieldii_A	NA	GCF_000175235.1_genomic.fna.gz
opera_contig_1496	5400	7.16	6.66	NA	NA	NA	NA
opera_contig_1497	5392	21.69	0.25	NA	Halomonas_C_xianhensis	NA	GCF_900113605.1_genomic.fna.gz
opera_contig_1498	5392	12.85	35.79	NA	Sphingomonas_B_sp001724715	NA	GCA_001724715.1_genomic.fna.gz
opera_contig_1499	5690	60.01	5.15	NA	Desulfovibrio_F_magneticus_C	NA	GCF_000526455.1_genomic.fna.gz
opera_contig_1500	13013	6.90	25.99	NA	Rhodobacter_D_sp002421605	NA	GCA_002421605.1_genomic.fna.gz
opera_contig_1501	5376	251.19	7.44	NA	Ottowia_thiooxydans	NA	GCF_000422885.1_genomic.fna.gz
opera_contig_1502	5374	18.78	1.98	NA	NA	NA	NA
opera_contig_1503	5372	19.81	0.00	NA	Prosthecomicrobium_sp002298965	NA	GCA_002298965.1_genomic.fna.gz
opera_contig_1504	5369	21.79	5.15	NA	Bosea_sp900473415	NA	GCA_900473415.1_genomic.fna.gz
opera_contig_1505	9472	5.05	21.33	NA	Chitinimonas_taiwanensis	NA	GCF_900119825.1_genomic.fna.gz
opera_contig_1506	5365	21.80	0.63	NA	Aquamicrobium_loti	NA	GCF_002858745.1_genomic.fna.gz
opera_contig_1507	5348	16.61	0.00	NA	NA	NA	NA
opera_contig_1508	5348	18.87	0.72	NA	NA	NA	NA
opera_contig_1509	5345	19.16	0.96	NA	SNC69-320_sp001725155	NA	GCA_001725155.1_genomic.fna.gz
opera_contig_1510	5317	7.46	0.09	NA	Rhodoferax_sp002381045	NA	GCA_002381045.1_genomic.fna.gz
opera_contig_1511	5308	8.51	0.00	NA	Reyranella_sp001557035	NA	GCF_001557035.1_genomic.fna.gz
opera_contig_1512	5303	17.70	0.00	NA	NA	NA	NA
opera_contig_1513	5302	29.54	1.19	NA	Sphingopyxis_fribergensis	NA	GCF_000803645.1_genomic.fna.gz
opera_contig_1514	5301	8.52	8.17	NA	Microbacterium_sp001049495	NA	GCF_001049495.1_genomic.fna.gz
opera_contig_1515	5300	8.24	0.17	NA	Reyranella_sp002281855	NA	GCA_002281855.1_genomic.fna.gz
opera_contig_1516	5292	24.19	0.85	NA	Erythrobacter_A_sp001678665	NA	GCF_001678665.1_genomic.fna.gz
opera_contig_1517	6835	18.79	1.95	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1518	5288	10.73	0.37	NA	Enhydrobacter_aerosaccus	NA	GCF_900167455.1_genomic.fna.gz
opera_contig_1519	5282	17.58	0.00	NA	NA	NA	NA
opera_contig_1520	5291	20.63	2.45	NA	NA	NA	NA
opera_contig_1521	5278	19.78	0.46	NA	Methanofollis_liminatans	NA	GCF_000275865.1_genomic.fna.gz
opera_contig_1522	5273	17.80	0.00	NA	NA	NA	NA
opera_contig_1523	5272	20.95	0.14	NA	NA	NA	NA
opera_contig_1524	5266	7.53	5.17	NA	NA	NA	NA
opera_contig_1525	5266	7.34	7.37	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_1526	5265	7.91	3.06	NA	ZC4RG30_sp003242275	NA	GCA_003242275.1_genomic.fna.gz
opera_contig_1527	5263	20.70	2.36	NA	Methyloceanibacter_sp002383105	NA	GCA_002383105.1_genomic.fna.gz
opera_contig_1528	5260	6.97	5.07	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1529	5257	18.81	0.44	NA	NA	NA	NA
opera_contig_1530	6128	6.02	20.45	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_1531	5252	22.94	0.10	NA	NA	NA	NA
opera_contig_1532	5251	7.46	0.00	NA	NA	NA	NA
opera_contig_1533	5251	9.94	0.00	NA	SZUA-55_sp003232855	NA	GCA_003232855.1_genomic.fna.gz
opera_contig_1534	10526	6.32	33.35	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1535	5236	19.85	1.34	NA	NA	NA	NA
opera_contig_1536	5236	15.44	0.00	NA	Geodermatophilus_normandii	NA	GCF_003182485.1_genomic.fna.gz
opera_contig_1537	5235	20.23	1.36	NA	NA	NA	NA
opera_contig_1538	5233	17.75	0.61	NA	NA	NA	NA
opera_contig_1539	5220	20.29	1.38	NA	NA	NA	NA
opera_contig_1540	5218	27.03	0.94	NA	RAAP-2_sp003133405	NA	GCA_003133405.1_genomic.fna.gz
opera_contig_1541	5211	20.33	1.82	NA	NA	NA	NA
opera_contig_1542	5208	6.46	4.43	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1543	6927	7.62	26.03	NA	Brachymonas_chironomi	NA	GCF_000374625.1_genomic.fna.gz
opera_contig_1544	7587	7.43	20.82	NA	Arenimonas_metalli	NA	GCF_000747155.1_genomic.fna.gz
opera_contig_1545	5200	17.96	0.12	NA	NA	NA	NA
opera_contig_1546	5199	5.50	32.37	NA	40CM-3-62-11_sp001914955	NA	GCA_001914955.1_genomic.fna.gz
opera_contig_1547	5196	6.96	0.00	NA	NA	NA	NA
opera_contig_1548	5193	10.15	0.00	NA	NA	NA	NA
opera_contig_1549	5188	7.06	4.87	NA	NA	NA	NA
opera_contig_1550	5186	32.43	1.66	NA	NA	NA	NA
opera_contig_1551	5180	17.35	0.00	NA	Bosea_sp900185715	NA	GCA_900185715.1_genomic.fna.gz
opera_contig_1552	5172	5.34	7.71	NA	Alcanivorax_sp002313655	NA	GCA_002313655.1_genomic.fna.gz
opera_contig_1553	5179	18.74	4.50	NA	NA	NA	NA
opera_contig_1554	5166	17.10	1.86	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_1555	5163	17.60	1.67	NA	SZUA-547_sp003250135	NA	GCA_003250135.1_genomic.fna.gz
opera_contig_1556	5157	30.66	1.43	NA	Collinsella_stercoris	NA	GCF_000156215.1_genomic.fna.gz
opera_contig_1557	5148	20.48	1.04	NA	Halovenus_aranensis	NA	GCF_900100385.1_genomic.fna.gz
opera_contig_1558	5147	8.49	0.00	NA	Thiobacillus_sp003510325	NA	GCA_003510325.1_genomic.fna.gz
opera_contig_1559	5134	20.24	0.56	NA	Thauera_phenylacetica	NA	GCF_000310225.1_genomic.fna.gz
opera_contig_1560	5122	7.64	13.11	NA	NA	NA	NA
opera_contig_1561	5120	8.43	4.99	NA	Bordetella_sp002261335	NA	GCF_002261335.1_genomic.fna.gz
opera_contig_1562	5115	19.63	2.19	NA	SZUA-547_sp003250135	NA	GCA_003250135.1_genomic.fna.gz
opera_contig_1563	5113	9.33	0.46	NA	Delta-02_sp002412715	NA	GCA_002412715.1_genomic.fna.gz
opera_contig_1564	5102	20.07	0.00	NA	UBA8260_sp003170875	NA	GCA_003170875.1_genomic.fna.gz
opera_contig_1565	5091	7.79	0.51	NA	Limimaricola_soesokkakensis	NA	GCF_900172345.1_genomic.fna.gz
opera_contig_1566	5091	18.14	0.00	NA	NA	NA	NA
opera_contig_1567	5087	25.95	2.66	NA	NA	NA	NA
opera_contig_1568	5086	8.88	8.70	NA	Caballeronia_terrestris	NA	GCF_001544515.1_genomic.fna.gz
opera_contig_1569	5083	17.18	1.17	NA	NA	NA	NA
opera_contig_1570	5082	17.39	0.65	NA	NA	NA	NA
opera_contig_1571	5079	33.51	1.16	NA	Demequina_rhizosphaerae	NA	GCF_000971255.1_genomic.fna.gz
opera_contig_1572	5215	1455.07	101.54	NA	14-2_sp001940225	NA	GCF_001940225.1_genomic.fna.gz
opera_contig_1573	5075	9.10	1.74	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1574	5073	18.60	1.57	NA	NA	NA	NA
opera_contig_1575	5073	17.12	2.26	NA	Sphingopyxis_sp001468225	NA	GCF_001468225.1_genomic.fna.gz
opera_contig_1576	5069	10.60	0.00	NA	Oryzisolibacter_propanilivorax	NA	GCF_900103645.1_genomic.fna.gz
opera_contig_1577	5069	16.74	0.50	NA	NA	NA	NA
opera_contig_1578	5068	29.81	2.31	NA	NA	NA	NA
opera_contig_1579	5064	29.05	2.38	NA	Nocardioides_sp003121585	NA	GCF_003121585.1_genomic.fna.gz
opera_contig_1580	5064	17.35	0.92	NA	NA	NA	NA
opera_contig_1581	5064	6.25	0.08	NA	Amycolatopsis_pretoriensis	NA	GCF_900107925.1_genomic.fna.gz
opera_contig_1582	5057	28.69	1.00	NA	NA	NA	NA
opera_contig_1583	5057	24.12	0.90	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_1584	5056	30.38	2.01	NA	QS-1-69-70_sp003021745	NA	GCA_003021745.1_genomic.fna.gz
opera_contig_1585	5049	6.18	12.68	NA	NA	NA	NA
opera_contig_1586	5036	17.25	0.90	NA	Sphingomonas_spermidinifaciens	NA	GCF_002351485.1_genomic.fna.gz
opera_contig_1587	5036	19.24	0.24	NA	Fibrobacter_sp003149045	NA	GCF_003149045.1_genomic.fna.gz
opera_contig_1588	5031	6.59	5.40	NA	Aeromonas_caviae	NA	GCF_000819785.1_genomic.fna.gz
opera_contig_1589	5026	7.19	3.40	NA	NA	NA	NA
opera_contig_1590	5026	19.68	1.12	NA	PALSA-1209_sp003132025	NA	GCA_003132025.1_genomic.fna.gz
opera_contig_1591	5023	7.90	1.81	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1592	5022	20.69	1.05	NA	Fen-549_sp003132665	NA	GCA_003132665.1_genomic.fna.gz
opera_contig_1593	5017	7.10	2.58	NA	Acidovorax_D_sp002797445	NA	GCF_002797445.1_genomic.fna.gz
opera_contig_1594	5008	7.02	1.08	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1595	5007	27.77	1.60	NA	Pelomonas_depolymerans	NA	GCA_003241055.1_genomic.fna.gz
opera_contig_1596	5004	18.76	2.02	NA	NA	NA	NA
opera_contig_1597	5004	19.56	0.45	NA	NA	NA	NA
opera_contig_1598	17065	6.12	28.21	NA	Ilumatobacter_nonamiensis	NA	GCF_000350145.1_genomic.fna.gz
opera_contig_1599	4992	4.32	0.96	NA	NA	NA	NA
opera_contig_1600	4988	17.21	0.00	NA	NA	NA	NA
opera_contig_1601	4986	19.13	2.33	NA	C7867-001_sp001189195	NA	GCA_001189195.1_genomic.fna.gz
opera_contig_1602	4982	7.86	2.15	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1603	4978	15.63	0.82	NA	NA	NA	NA
opera_contig_1604	4972	19.28	1.69	NA	Bosea_sp900470095	NA	GCA_900470095.1_genomic.fna.gz
opera_contig_1605	4970	18.18	1.12	NA	Bosea_sp001429505	NA	GCF_001429505.1_genomic.fna.gz
opera_contig_1606	4970	8.48	4.79	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_1607	4966	17.39	0.18	NA	NA	NA	NA
opera_contig_1608	4960	19.74	0.00	NA	NA	NA	NA
opera_contig_1609	5666	16.80	8.44	NA	Prevotella_sp002392645	NA	GCA_002392645.1_genomic.fna.gz
opera_contig_1610	4954	8.82	0.00	NA	UBA6918_sp002421825	NA	GCA_002421825.1_genomic.fna.gz
opera_contig_1611	4961	231.18	6.62	NA	Novosphingobium_sp000876675	NA	GCF_000876675.1_genomic.fna.gz
opera_contig_1612	4949	18.46	0.60	NA	NA	NA	NA
opera_contig_1613	4947	9.13	13.13	NA	Ferrovibrio_sp002482765	NA	GCA_002482765.1_genomic.fna.gz
opera_contig_1614	4946	19.99	1.48	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_1615	4940	8.33	0.00	NA	Achromobacter_bronchiseptica	NA	GCA_000974745.1_genomic.fna.gz
opera_contig_1616	4938	19.42	2.08	NA	Altererythrobacter_B_troitsensis	NA	GCF_001441535.1_genomic.fna.gz
opera_contig_1617	4936	25.73	0.00	NA	34-65-8_sp002278985	NA	GCA_002278985.1_genomic.fna.gz
opera_contig_1618	4929	23.22	0.60	NA	Halopiger_B_djelfimassiliensis	NA	GCF_000455365.1_genomic.fna.gz
opera_contig_1619	4926	431.28	12.76	NA	Magnetospirillum_gryphiswaldense	NA	GCF_000513295.1_genomic.fna.gz
opera_contig_1620	4922	19.38	0.10	NA	NA	NA	NA
opera_contig_1621	4921	17.14	0.74	NA	Paracoccus_halophilus	NA	GCF_000763905.1_genomic.fna.gz
opera_contig_1622	4918	6.43	15.95	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1623	8060	28.54	2.15	NA	Spirillospora_macra	NA	GCF_001552215.1_genomic.fna.gz
opera_contig_1624	4906	20.36	3.59	NA	Aquamicrobium_loti	NA	GCF_002858745.1_genomic.fna.gz
opera_contig_1625	4895	7.28	9.95	NA	Clostridium_E_sp002397665	NA	GCA_002397665.1_genomic.fna.gz
opera_contig_1626	4892	18.47	2.27	NA	NA	NA	NA
opera_contig_1627	4889	24.95	1.40	NA	UBA1829_sp002338895	NA	GCA_002338895.1_genomic.fna.gz
opera_contig_1628	5001	24.48	2.35	NA	Arthrobacter_D_sp002929745	NA	GCF_002929745.1_genomic.fna.gz
opera_contig_1629	4878	6.90	0.00	NA	NA	NA	NA
opera_contig_1630	4875	29.35	0.00	NA	Halogeometricum_rufum	NA	GCF_900112175.1_genomic.fna.gz
opera_contig_1631	4872	8.04	6.00	NA	NA	NA	NA
opera_contig_1632	4871	27.72	0.00	NA	Deinococcus_marmoris	NA	GCF_000701405.1_genomic.fna.gz
opera_contig_1633	4867	18.57	0.00	NA	NA	NA	NA
opera_contig_1634	5437	77.30	33.53	NA	NA	NA	NA
opera_contig_1635	4853	30.52	0.45	NA	NA	NA	NA
opera_contig_1636	4852	7.45	1.39	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1637	4850	6.83	1.35	NA	NA	NA	NA
opera_contig_1638	4848	20.81	1.08	NA	NA	NA	NA
opera_contig_1639	4847	15.43	0.35	NA	NA	NA	NA
opera_contig_1640	4844	8.81	2.62	NA	UBA738_sp003522945	NA	GCA_003522945.1_genomic.fna.gz
opera_contig_1641	4840	18.25	0.00	NA	Porphyrobacter_sp001296025	NA	GCF_001296025.1_genomic.fna.gz
opera_contig_1642	4835	7.37	2.00	NA	NA	NA	NA
opera_contig_1643	4832	30.34	2.15	NA	Azospirillum_sp003116065	NA	GCF_003116065.1_genomic.fna.gz
opera_contig_1644	4832	19.43	0.00	NA	Rathayibacter_iranicus	NA	GCF_002933035.1_genomic.fna.gz
opera_contig_1645	4830	29.31	0.00	NA	Desulfovibrio_A_vulgaris_A	NA	GCF_000021385.1_genomic.fna.gz
opera_contig_1646	4824	19.15	4.78	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1647	4822	8.64	0.22	NA	NA	NA	NA
opera_contig_1648	4817	8.13	9.24	NA	NA	NA	NA
opera_contig_1649	4817	8.02	10.54	NA	NA	NA	NA
opera_contig_1650	4815	20.43	0.44	NA	Halarsenatibacter_silvermanii	NA	GCF_900103135.1_genomic.fna.gz
opera_contig_1651	4814	5.84	0.00	NA	NA	NA	NA
opera_contig_1652	4811	19.72	1.15	NA	Brevundimonas_sp001427825	NA	GCF_001427825.1_genomic.fna.gz
opera_contig_1653	4799	19.98	0.34	NA	Leaf443_sp001425575	NA	GCF_001425575.1_genomic.fna.gz
opera_contig_1654	4786	16.57	0.00	NA	Martelella_sp001578105	NA	GCF_001578105.1_genomic.fna.gz
opera_contig_1655	4782	26.77	0.00	NA	Komagataeibacter_maltaceti	NA	GCF_002906255.1_genomic.fna.gz
opera_contig_1656	4778	28.68	0.00	NA	NA	NA	NA
opera_contig_1657	4778	30.89	0.68	NA	NA	NA	NA
opera_contig_1658	4778	28.89	1.20	NA	NA	NA	NA
opera_contig_1659	4769	7.79	1.50	NA	Palsa-288_sp003142235	NA	GCA_003142235.1_genomic.fna.gz
opera_contig_1660	4760	8.44	9.92	NA	Rhodoferax_sp003133245	NA	GCA_003133245.1_genomic.fna.gz
opera_contig_1661	4760	19.09	1.33	NA	Mycolicibacterium_aurum_A	NA	GCF_900078775.1_genomic.fna.gz
opera_contig_1662	6209	462.02	52.40	NA	Aeropyrum_camini	NA	GCA_000591035.1_genomic.fna.gz
opera_contig_1663	4755	8.55	5.65	NA	Comamonas_B_testosteroni_C	NA	GCF_000761245.1_genomic.fna.gz
opera_contig_1664	4754	21.54	0.00	NA	NA	NA	NA
opera_contig_1665	4747	27.18	0.91	NA	Azospirillum_thiophilum_A	NA	GCF_003130795.1_genomic.fna.gz
opera_contig_1666	4727	30.69	0.75	NA	NA	NA	NA
opera_contig_1667	4721	21.80	0.65	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1668	4716	9.37	1.84	NA	Desulfovibrio_B_longus	NA	GCF_000420485.1_genomic.fna.gz
opera_contig_1669	4712	24.29	1.00	NA	NA	NA	NA
opera_contig_1670	4815	19.08	1.27	NA	Bordetella_A_sp002261345	NA	GCF_002261345.1_genomic.fna.gz
opera_contig_1671	4705	8.54	0.00	NA	Methylocystis_sp002412985	NA	GCA_002412985.1_genomic.fna.gz
opera_contig_1672	4700	6.09	0.00	NA	NA	NA	NA
opera_contig_1673	4693	19.79	0.21	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_1674	4691	20.33	1.70	NA	NA	NA	NA
opera_contig_1675	4694	7.50	10.05	NA	Gloeobacter_kilaueensis	NA	GCF_000484535.1_genomic.fna.gz
opera_contig_1676	4684	8.36	12.75	NA	20CM-4-69-16_sp001919865	1	GCA_001919865.1_genomic.fna.gz
opera_contig_1677	4680	43.66	1.99	NA	NA	NA	NA
opera_contig_1678	4679	8.90	1.08	NA	Azorhizobium_sp002304505	NA	GCA_002304505.1_genomic.fna.gz
opera_contig_1679	4679	8.37	6.40	NA	NA	NA	NA
opera_contig_1680	4677	6.87	0.00	NA	46-32_sp001898485	NA	GCA_001898485.1_genomic.fna.gz
opera_contig_1681	4676	7.94	0.83	NA	NA	NA	NA
opera_contig_1682	4675	8.38	18.05	NA	UBA8079_sp002722515	NA	GCA_002722515.1_genomic.fna.gz
opera_contig_1683	4665	7.32	4.85	NA	Collimonas_sp002564105	NA	GCF_002564105.1_genomic.fna.gz
opera_contig_1684	4664	7.96	16.45	NA	Alistipes_finegoldii	NA	GCF_000265365.1_genomic.fna.gz
opera_contig_1685	4663	25.08	0.49	NA	NA	NA	NA
opera_contig_1686	4663	22.07	1.23	NA	NA	NA	NA
opera_contig_1687	4659	19.83	1.08	NA	Nocardioides_halotolerans	NA	GCF_000422805.1_genomic.fna.gz
opera_contig_1688	4654	6.80	11.62	NA	NA	NA	NA
opera_contig_1689	4651	9.39	0.12	NA	NA	NA	NA
opera_contig_1690	4640	207.83	3.43	NA	Paracoccus_sp001724535	NA	GCA_001724535.1_genomic.fna.gz
opera_contig_1691	4640	16.88	0.12	NA	NA	NA	NA
opera_contig_1692	4740	20.67	1.81	NA	NA	NA	NA
opera_contig_1693	4630	7.05	26.81	NA	20CM-2-65-7_sp003221825	4	GCA_003221825.1_genomic.fna.gz
opera_contig_1694	4627	7.27	2.41	NA	Pseudomonas_A_sp003527165	NA	GCA_003527165.1_genomic.fna.gz
opera_contig_1695	4627	7.92	17.87	NA	CG2-30-64-16_sp001871755	NA	GCA_001871755.1_genomic.fna.gz
opera_contig_1696	4623	19.98	0.37	NA	NA	NA	NA
opera_contig_1697	4620	19.02	2.52	NA	NA	NA	NA
opera_contig_1698	4613	8.92	0.00	NA	NA	NA	NA
opera_contig_1699	4609	6.54	5.59	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1700	4600	9.39	0.10	NA	NA	NA	NA
opera_contig_1701	4598	7.97	1.99	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1702	4594	8.63	2.15	NA	Mycolicibacterium_sp001510415	NA	GCA_001510415.1_genomic.fna.gz
opera_contig_1703	4592	7.43	0.00	NA	NA	NA	NA
opera_contig_1704	4588	26.15	0.64	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_1705	4586	8.65	0.78	NA	NA	NA	NA
opera_contig_1706	4575	16.79	0.00	NA	NA	NA	NA
opera_contig_1707	4575	7.68	1.26	NA	Phaeobacter_porticola	NA	GCF_001888185.1_genomic.fna.gz
opera_contig_1708	4573	25.47	1.06	NA	NA	NA	NA
opera_contig_1709	4567	18.03	1.98	NA	NA	NA	NA
opera_contig_1710	4564	27.28	0.78	NA	NA	NA	NA
opera_contig_1711	4564	21.67	2.01	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1712	4564	8.03	10.36	NA	NA	NA	NA
opera_contig_1713	4573	18.49	2.50	NA	NA	NA	NA
opera_contig_1714	33154	7602.71	191.08	NA	AAA240-E13_sp003209225	NA	GCA_003209225.1_genomic.fna.gz
opera_contig_1715	4553	19.18	5.10	NA	NA	NA	NA
opera_contig_1716	4550	16.77	1.32	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_1717	4547	18.11	0.00	NA	NA	NA	NA
opera_contig_1718	4545	4.97	0.22	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1719	4554	186.04	6.57	NA	Sediminibacterium_sp000508085	NA	GCF_000508085.1_genomic.fna.gz
opera_contig_1720	4543	21.44	0.30	NA	NA	NA	NA
opera_contig_1721	4536	18.59	0.00	NA	NA	NA	NA
opera_contig_1722	4536	9.74	31.55	NA	UBA5905_sp002431285	NA	GCA_002431285.1_genomic.fna.gz
opera_contig_1723	4522	27.64	0.00	NA	NA	NA	NA
opera_contig_1724	4519	27.11	0.00	NA	NA	NA	NA
opera_contig_1725	4516	15.78	0.00	NA	NA	NA	NA
opera_contig_1726	4513	5.01	0.98	NA	NA	NA	NA
opera_contig_1727	4505	9.36	1.15	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1728	4501	32.34	0.25	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_1729	4500	10.04	0.85	NA	NA	NA	NA
opera_contig_1730	4500	5.91	1.79	NA	NA	NA	NA
opera_contig_1731	4500	1295.49	42.35	NA	NA	NA	NA
opera_contig_1732	4499	8.15	0.00	NA	NA	NA	NA
opera_contig_1733	4497	16.52	0.00	NA	Nocardia_arizonensis	NA	GCF_001310275.1_genomic.fna.gz
opera_contig_1734	4489	19.68	1.36	NA	NA	NA	NA
opera_contig_1735	4488	30.98	3.37	NA	NA	NA	NA
opera_contig_1736	4487	74.51	1.09	NA	NA	NA	NA
opera_contig_1737	4483	15.57	3.02	NA	Saccharomonospora_A_marina	NA	GCF_000244955.1_genomic.fna.gz
opera_contig_1738	4482	18.70	0.63	NA	QS-1-69-70_sp003021325	NA	GCA_003021325.1_genomic.fna.gz
opera_contig_1739	4481	11.65	18.24	NA	NA	NA	NA
opera_contig_1740	4478	6.84	7.23	NA	NA	NA	NA
opera_contig_1741	4475	30.40	1.62	NA	Janibacter_terrae	NA	GCF_001591405.1_genomic.fna.gz
opera_contig_1742	4464	31.26	1.42	NA	Paraburkholderia_sp000745015	NA	GCF_000745015.1_genomic.fna.gz
opera_contig_1743	4464	19.23	0.32	NA	NA	NA	NA
opera_contig_1744	4464	5.62	8.34	NA	NA	NA	NA
opera_contig_1745	4463	6.41	0.00	NA	NA	NA	NA
opera_contig_1746	4452	7.67	0.00	NA	NA	NA	NA
opera_contig_1747	4451	16.13	42.55	NA	NA	NA	NA
opera_contig_1748	4447	5.87	5.31	NA	Corynebacterium_pollutisoli	NA	GCF_900177745.1_genomic.fna.gz
opera_contig_1749	4433	8.04	6.07	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1750	4432	19.60	0.00	NA	Desulfovibrio_P_sp002840405	NA	GCA_002840405.1_genomic.fna.gz
opera_contig_1751	4429	6.69	3.40	NA	NA	NA	NA
opera_contig_1752	7808	7.48	16.85	NA	NA	NA	NA
opera_contig_1753	4426	16.45	0.45	NA	Cellulomonas_marina	NA	GCF_900111925.1_genomic.fna.gz
opera_contig_1754	4424	6.47	5.19	NA	Macromonas_bipunctata	NA	GCF_002837135.1_genomic.fna.gz
opera_contig_1755	4422	18.16	0.00	NA	GCF-000702305_sp000702305	NA	GCF_000702305.1_genomic.fna.gz
opera_contig_1756	4420	27.37	2.92	NA	NA	NA	NA
opera_contig_1757	4420	6.93	0.23	NA	Reyranella_sp001557035	NA	GCF_001557035.1_genomic.fna.gz
opera_contig_1758	4412	22.07	1.00	NA	Nocardioides_sp002729525	NA	GCA_002729525.1_genomic.fna.gz
opera_contig_1759	4416	139.00	9.35	NA	Demequina_rhizosphaerae	NA	GCF_000971255.1_genomic.fna.gz
opera_contig_1760	4404	20.40	0.23	NA	NA	NA	NA
opera_contig_1761	4398	16.09	0.38	NA	NA	NA	NA
opera_contig_1762	4393	23.43	1.15	NA	NA	NA	NA
opera_contig_1763	4392	6.40	4.21	NA	NA	NA	NA
opera_contig_1764	4387	28.38	2.24	NA	NA	NA	NA
opera_contig_1765	4386	9.50	0.24	NA	Burkholderia_anthina	NA	GCF_001547525.1_genomic.fna.gz
opera_contig_1766	4383	29.44	1.01	NA	NA	NA	NA
opera_contig_1767	4378	26.37	0.91	NA	NA	NA	NA
opera_contig_1768	4377	1141.86	33.92	NA	NA	NA	NA
opera_contig_1769	4374	7.80	2.34	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1770	4373	7.12	1.27	NA	Delftia_tsuruhatensis	NA	GCF_001571325.1_genomic.fna.gz
opera_contig_1771	4371	72.93	1.76	NA	20CM-2-65-7_sp003220985	1	GCA_003220985.1_genomic.fna.gz
opera_contig_1772	4369	20.22	0.00	NA	NA	NA	NA
opera_contig_1773	4364	18.87	1.28	NA	NA	NA	NA
opera_contig_1774	4362	8.63	0.00	NA	Variovorax_sp001541225	NA	GCF_001541225.1_genomic.fna.gz
opera_contig_1775	4358	12.90	0.00	NA	NA	NA	NA
opera_contig_1776	4353	8.42	16.22	NA	NA	NA	NA
opera_contig_1777	4349	27.01	0.53	NA	NA	NA	NA
opera_contig_1778	4348	66.39	0.00	NA	NA	NA	NA
opera_contig_1779	4342	18.27	3.73	NA	3-1-20CM-2-70-9_sp001920645	NA	GCA_001920645.1_genomic.fna.gz
opera_contig_1780	4340	19.78	0.26	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1781	7211	1305.39	59.94	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_1782	4337	17.94	0.59	NA	NA	NA	NA
opera_contig_1783	4333	16.10	0.00	NA	Desulfonatronum_lacustre	NA	GCF_000519265.1_genomic.fna.gz
